Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
5197,CA-2015-159709,2015-10-05,15/05/2015,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Kent,Washington,98031.0,West,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",158.13
5198,CA-2015-159709,2015-10-05,15/05/2015,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Kent,Washington,98031.0,West,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6
5205,CA-2016-102016,2016-12-09,18/09/2016,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021.0,East,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",9.26
5206,CA-2016-102016,2016-12-09,18/09/2016,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021.0,East,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",105.98
5207,CA-2016-102016,2016-12-09,18/09/2016,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021.0,East,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",1.24
5208,CA-2016-102016,2016-12-09,18/09/2016,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021.0,East,OFF-LA-10002043,Office Supplies,Labels,Avery 489,20.7
5209,CA-2016-102016,2016-12-09,18/09/2016,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021.0,East,OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),28.9
5210,CA-2016-102016,2016-12-09,18/09/2016,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021.0,East,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",27.18
5211,CA-2016-156755,2016-12-01,18/01/2016,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Newark,Delaware,19711.0,East,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",465.18
5212,CA-2016-130876,2016-12-05,16/05/2016,Second Class,AZ-10750,Annie Zypern,Consumer,United States,New York City,New York,10024.0,East,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,36.63
5254,US-2015-131982,2015-07-03,11/03/2015,Second Class,NP-18685,Nora Pelletier,Home Office,United States,Des Moines,Washington,98198.0,West,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,107.648
5255,CA-2016-125185,2016-05-03,07/03/2016,Second Class,AH-10195,Alan Haines,Corporate,United States,Bethlehem,Pennsylvania,18018.0,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",99.372
5256,CA-2016-125185,2016-05-03,07/03/2016,Second Class,AH-10195,Alan Haines,Corporate,United States,Bethlehem,Pennsylvania,18018.0,East,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,33.568
5261,CA-2015-105165,2015-07-09,10/09/2015,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036.0,Central,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,196.776
5262,CA-2015-105165,2015-07-09,10/09/2015,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036.0,Central,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",2.92
5263,CA-2015-105165,2015-07-09,10/09/2015,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036.0,Central,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",200.795
5264,CA-2015-105165,2015-07-09,10/09/2015,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036.0,Central,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,46.688
5265,CA-2015-105165,2015-07-09,10/09/2015,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036.0,Central,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,21.864
5275,CA-2016-162887,2016-07-11,09/11/2016,Second Class,SV-20785,Stewart Visinsky,Consumer,United States,Burlington,Vermont,,East,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,715.2
5279,CA-2015-159681,2015-07-12,13/12/2015,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Virginia Beach,Virginia,23464.0,South,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,105.52
5282,CA-2016-105158,2016-05-09,10/09/2016,Standard Class,SP-20860,Sung Pak,Corporate,United States,Rochester,Minnesota,55901.0,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16
5283,CA-2016-105158,2016-05-09,10/09/2016,Standard Class,SP-20860,Sung Pak,Corporate,United States,Rochester,Minnesota,55901.0,Central,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,36.84
5290,CA-2015-146283,2015-08-09,15/09/2015,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Houston,Texas,77036.0,Central,OFF-PA-10002259,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",17.904
5291,CA-2015-146283,2015-08-09,15/09/2015,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Houston,Texas,77036.0,Central,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,966.7
5292,CA-2015-146283,2015-08-09,15/09/2015,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Houston,Texas,77036.0,Central,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",182.112
5325,CA-2016-119508,2016-04-12,09/12/2016,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Lakewood,California,90712.0,West,OFF-AR-10003723,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,16.9
5326,CA-2016-119508,2016-04-12,09/12/2016,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Lakewood,California,90712.0,West,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",25.08
5328,CA-2015-130813,2015-06-01,08/01/2015,Second Class,LS-17230,Lycoris Saunders,Consumer,United States,Los Angeles,California,90049.0,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,19.44
5329,CA-2016-120320,2016-05-03,09/03/2016,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Houston,Texas,77036.0,Central,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,31.92
5339,CA-2016-146486,2016-09-11,14/11/2016,Second Class,DV-13465,Dianna Vittorini,Consumer,United States,Oceanside,New York,11572.0,East,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,244.55
5340,CA-2016-146486,2016-09-11,14/11/2016,Second Class,DV-13465,Dianna Vittorini,Consumer,United States,Oceanside,New York,11572.0,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,12.24
5341,CA-2016-146486,2016-09-11,14/11/2016,Second Class,DV-13465,Dianna Vittorini,Consumer,United States,Oceanside,New York,11572.0,East,TEC-AC-10002018,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,13.98
5342,CA-2016-146486,2016-09-11,14/11/2016,Second Class,DV-13465,Dianna Vittorini,Consumer,United States,Oceanside,New York,11572.0,East,TEC-AC-10002637,Technology,Accessories,LogitechÂ VX Revolution Cordless Laser Mouse for Notebooks (Black),899.95
5345,CA-2016-112053,2016-11-10,13/10/2016,Second Class,SH-20395,Shahid Hopkins,Consumer,United States,Rochester,New York,14609.0,East,TEC-AC-10002550,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",31.95
5349,CA-2016-149811,2016-04-01,10/01/2016,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Woodbury,Minnesota,55125.0,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34
5350,CA-2016-149811,2016-04-01,10/01/2016,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Woodbury,Minnesota,55125.0,Central,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",39.9
5358,CA-2015-150490,2015-05-08,11/08/2015,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,San Francisco,California,94122.0,West,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,16.36
5359,CA-2015-150490,2015-05-08,11/08/2015,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,San Francisco,California,94122.0,West,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,15.78
5360,CA-2015-150490,2015-05-08,11/08/2015,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,San Francisco,California,94122.0,West,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,45.98
5378,CA-2015-125542,2015-05-12,07/12/2015,First Class,NB-18655,Nona Balk,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,348.488
5379,CA-2015-125542,2015-05-12,07/12/2015,First Class,NB-18655,Nona Balk,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,172.736
5418,CA-2015-132542,2015-06-10,08/10/2015,Second Class,AM-10360,Alice McCarthy,Corporate,United States,Omaha,Nebraska,68104.0,Central,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,15.36
5430,CA-2015-136861,2015-05-09,07/09/2015,First Class,PR-18880,Patrick Ryan,Consumer,United States,Saint Petersburg,Florida,33710.0,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,31.984
5437,CA-2015-103317,2015-05-07,08/07/2015,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137.0,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,19.52
5438,CA-2015-103317,2015-05-07,08/07/2015,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137.0,South,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,9.81
5439,CA-2015-103317,2015-05-07,08/07/2015,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137.0,South,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,213.216
5449,US-2015-119081,2015-12-09,19/09/2015,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062.0,Central,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,357.93
5450,US-2015-119081,2015-12-09,19/09/2015,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062.0,Central,TEC-AC-10001542,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,57.4
5451,US-2015-119081,2015-12-09,19/09/2015,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062.0,Central,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,331.96
5452,US-2015-119081,2015-12-09,19/09/2015,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062.0,Central,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",40.56
5486,CA-2015-107573,2015-12-12,17/12/2015,Standard Class,PB-19150,Philip Brown,Consumer,United States,Miami,Florida,33178.0,South,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,23.472
5496,CA-2016-113523,2016-04-09,08/09/2016,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,7.656
5509,CA-2016-168529,2016-08-10,12/10/2016,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,San Francisco,California,94122.0,West,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9
5528,CA-2016-142055,2016-08-05,10/05/2016,First Class,AB-10255,Alejandro Ballentine,Home Office,United States,New York City,New York,10009.0,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,37.94
5551,US-2015-159618,2015-12-11,16/11/2015,Standard Class,DB-12970,Darren Budd,Corporate,United States,Houston,Texas,77036.0,Central,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,2.672
5552,US-2015-159618,2015-12-11,16/11/2015,Standard Class,DB-12970,Darren Budd,Corporate,United States,Houston,Texas,77036.0,Central,OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,16.656
5553,US-2015-159618,2015-12-11,16/11/2015,Standard Class,DB-12970,Darren Budd,Corporate,United States,Houston,Texas,77036.0,Central,TEC-AC-10003832,Technology,Accessories,ImationÂ 16GB Mini TravelDrive USB 2.0Â Flash Drive,79.512
5554,US-2015-159618,2015-12-11,16/11/2015,Standard Class,DB-12970,Darren Budd,Corporate,United States,Houston,Texas,77036.0,Central,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,36.288
5555,US-2015-159618,2015-12-11,16/11/2015,Standard Class,DB-12970,Darren Budd,Corporate,United States,Houston,Texas,77036.0,Central,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,67.9932
5559,US-2016-114741,2016-06-12,10/12/2016,Standard Class,IL-15100,Ivan Liston,Consumer,United States,North Las Vegas,Nevada,89031.0,West,OFF-PA-10000048,Office Supplies,Paper,Xerox 20,6.48
5560,US-2016-114741,2016-06-12,10/12/2016,Standard Class,IL-15100,Ivan Liston,Consumer,United States,North Las Vegas,Nevada,89031.0,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85
5561,US-2016-114741,2016-06-12,10/12/2016,Standard Class,IL-15100,Ivan Liston,Consumer,United States,North Las Vegas,Nevada,89031.0,West,OFF-LA-10004853,Office Supplies,Labels,Avery 483,14.94
5572,CA-2015-151162,2015-05-12,09/12/2015,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,43229.0,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,98.376
5573,CA-2015-151162,2015-05-12,09/12/2015,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,43229.0,East,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,29.94
5574,CA-2015-151162,2015-05-12,09/12/2015,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,43229.0,East,OFF-PA-10003036,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",17.472
5575,CA-2015-151162,2015-05-12,09/12/2015,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,43229.0,East,TEC-PH-10001870,Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,36.738
5576,CA-2015-151162,2015-05-12,09/12/2015,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,43229.0,East,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,179.94
5600,CA-2015-108903,2015-03-10,03/10/2015,Same Day,DO-13435,Denny Ordway,Consumer,United States,Columbus,Ohio,43229.0,East,OFF-AR-10004010,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,55.984
5601,CA-2015-108903,2015-03-10,03/10/2015,Same Day,DO-13435,Denny Ordway,Consumer,United States,Columbus,Ohio,43229.0,East,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,14.48
5602,CA-2015-108903,2015-03-10,03/10/2015,Same Day,DO-13435,Denny Ordway,Consumer,United States,Columbus,Ohio,43229.0,East,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,142.488
5605,CA-2016-142475,2016-03-12,07/12/2016,Standard Class,BS-11380,Bill Stewart,Corporate,United States,New York City,New York,10011.0,East,OFF-BI-10003718,Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System,590.352
5609,CA-2016-168634,2016-06-12,11/12/2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,San Francisco,California,94109.0,West,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",7.78
5611,CA-2016-145828,2016-05-10,07/10/2016,First Class,MB-17305,Maria Bertelson,Consumer,United States,Cincinnati,Ohio,45231.0,East,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,53.04
5631,CA-2015-127614,2015-11-02,15/02/2015,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,23320.0,South,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,234.45
5632,CA-2015-127614,2015-11-02,15/02/2015,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,23320.0,South,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,1256.22
5633,CA-2015-127614,2015-11-02,15/02/2015,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,23320.0,South,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46
5635,CA-2016-134943,2016-05-12,06/12/2016,First Class,SU-20665,Stephanie Ulpright,Home Office,United States,Ann Arbor,Michigan,48104.0,Central,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,152.8
5647,CA-2016-104241,2016-04-01,09/01/2016,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Alexandria,Virginia,22304.0,South,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,192.22
5654,US-2015-134187,2015-04-11,11/11/2015,Standard Class,TH-21235,Tiffany House,Corporate,United States,Long Beach,California,90805.0,West,OFF-AR-10000940,Office Supplies,Art,Newell 343,2.94
5671,CA-2016-141012,2016-09-06,11/06/2016,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Pocatello,Idaho,83201.0,West,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,355.36
5672,CA-2016-141012,2016-09-06,11/06/2016,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Pocatello,Idaho,83201.0,West,TEC-PH-10004522,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,140.376
5683,CA-2015-164315,2015-02-04,08/04/2015,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Athens,Georgia,30605.0,South,OFF-PA-10004248,Office Supplies,Paper,Xerox 1990,15.84
5684,CA-2015-164315,2015-02-04,08/04/2015,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Athens,Georgia,30605.0,South,TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx,1049.93
5685,CA-2015-164315,2015-02-04,08/04/2015,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Athens,Georgia,30605.0,South,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,154.9
5686,CA-2016-131072,2016-05-11,05/11/2016,Same Day,KL-16645,Ken Lonsdale,Consumer,United States,Seattle,Washington,98105.0,West,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",98.352
5691,US-2016-138093,2016-10-12,16/12/2016,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Baltimore,Maryland,21215.0,East,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,27.36
5692,US-2016-138093,2016-10-12,16/12/2016,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Baltimore,Maryland,21215.0,East,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",44.75
5693,US-2016-138093,2016-10-12,16/12/2016,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Baltimore,Maryland,21215.0,East,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,134.99
5694,US-2016-138093,2016-10-12,16/12/2016,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Baltimore,Maryland,21215.0,East,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,26.4
5695,US-2016-138093,2016-10-12,16/12/2016,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Baltimore,Maryland,21215.0,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,542.94
5706,CA-2015-155593,2015-03-11,08/11/2015,Standard Class,RP-19390,Resi PÃ¶lking,Consumer,United States,Fairfield,Connecticut,6824.0,East,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,11.64
5708,US-2016-160857,2016-08-05,15/05/2016,Standard Class,NW-18400,Natalie Webber,Consumer,United States,New York City,New York,10024.0,East,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,79.44
5709,US-2016-160857,2016-08-05,15/05/2016,Standard Class,NW-18400,Natalie Webber,Consumer,United States,New York City,New York,10024.0,East,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,357.93
5710,US-2016-160857,2016-08-05,15/05/2016,Standard Class,NW-18400,Natalie Webber,Consumer,United States,New York City,New York,10024.0,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",127.764
5711,US-2016-160857,2016-08-05,15/05/2016,Standard Class,NW-18400,Natalie Webber,Consumer,United States,New York City,New York,10024.0,East,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,2799.944
5712,US-2016-160857,2016-08-05,15/05/2016,Standard Class,NW-18400,Natalie Webber,Consumer,United States,New York City,New York,10024.0,East,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,19.44
5714,US-2015-143707,2015-01-03,05/03/2015,Standard Class,HR-14770,Hallie Redmond,Home Office,United States,New York City,New York,10035.0,East,TEC-PH-10003655,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,5.94
5716,CA-2016-124107,2016-09-10,12/10/2016,Second Class,BM-11650,Brian Moss,Corporate,United States,Ann Arbor,Michigan,48104.0,Central,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95
5717,CA-2016-124107,2016-09-10,12/10/2016,Second Class,BM-11650,Brian Moss,Corporate,United States,Ann Arbor,Michigan,48104.0,Central,TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,29.16
5718,CA-2016-124107,2016-09-10,12/10/2016,Second Class,BM-11650,Brian Moss,Corporate,United States,Ann Arbor,Michigan,48104.0,Central,OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope,57.96
5719,CA-2016-124107,2016-09-10,12/10/2016,Second Class,BM-11650,Brian Moss,Corporate,United States,Ann Arbor,Michigan,48104.0,Central,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,29.403
5727,CA-2016-110548,2016-04-05,08/05/2016,Standard Class,AH-10690,Anna HÃ¤berlin,Corporate,United States,Houston,Texas,77095.0,Central,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,946.344
5758,CA-2016-119634,2016-11-08,16/08/2016,Standard Class,BW-11065,Barry Weirich,Consumer,United States,Raleigh,North Carolina,27604.0,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",46.152
5764,CA-2016-162047,2016-03-11,05/11/2016,First Class,FH-14365,Fred Hopkins,Corporate,United States,Long Beach,New York,11561.0,East,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,1448.82
5765,CA-2016-117772,2016-10-09,12/09/2016,Second Class,MC-17575,Matt Collins,Consumer,United States,Seattle,Washington,98103.0,West,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",353.88
5766,US-2015-126340,2015-08-11,14/11/2015,Standard Class,EB-13870,Emily Burns,Consumer,United States,Redding,California,96003.0,West,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IPÂ Telephone,333.576
5779,CA-2015-105270,2015-11-11,18/11/2015,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90008.0,West,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,30.48
5780,CA-2015-105270,2015-11-11,18/11/2015,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90008.0,West,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,112.648
5781,US-2016-159513,2016-02-04,09/04/2016,Standard Class,JD-15790,John Dryer,Consumer,United States,Los Angeles,California,90049.0,West,TEC-MA-10003329,Technology,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black",71.976
5782,CA-2016-155586,2016-12-12,16/12/2016,Second Class,XP-21865,Xylona Preis,Consumer,United States,Chico,California,95928.0,West,OFF-AR-10001547,Office Supplies,Art,Newell 311,2.21
5783,CA-2016-155586,2016-12-12,16/12/2016,Second Class,XP-21865,Xylona Preis,Consumer,United States,Chico,California,95928.0,West,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,15.52
5784,CA-2016-155586,2016-12-12,16/12/2016,Second Class,XP-21865,Xylona Preis,Consumer,United States,Chico,California,95928.0,West,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",36.44
5801,CA-2015-123225,2015-11-07,14/07/2015,First Class,MN-17935,Michael Nguyen,Consumer,United States,El Paso,Texas,79907.0,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,575.968
5802,CA-2015-123225,2015-11-07,14/07/2015,First Class,MN-17935,Michael Nguyen,Consumer,United States,El Paso,Texas,79907.0,Central,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,10.368
5814,CA-2016-150196,2016-02-07,03/07/2016,First Class,SR-20740,Steven Roelle,Home Office,United States,New York City,New York,10024.0,East,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,19.44
5825,CA-2015-115056,2015-02-05,02/05/2015,Same Day,AR-10510,Andrew Roberts,Consumer,United States,Columbus,Ohio,43229.0,East,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,26.136
5835,CA-2016-101868,2016-09-06,16/06/2016,Standard Class,MJ-17740,Max Jones,Consumer,United States,Miami,Florida,33178.0,South,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",64.2
5836,CA-2016-101868,2016-09-06,16/06/2016,Standard Class,MJ-17740,Max Jones,Consumer,United States,Miami,Florida,33178.0,South,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",38.52
